epoch,step,train_acc,train_loss,val_AA,val_OA,val_kappa
0,0,,,0.15000000596046448,0.15000000596046448,0.09333333373069763
0,0,0.04374999925494194,2.878775119781494,,,
1,1,,,0.2874999940395355,0.2874999940395355,0.23999999463558197
1,1,0.375,2.37105655670166,,,
2,2,,,0.38749998807907104,0.38749998807907104,0.3466666638851166
2,2,0.668749988079071,2.0451157093048096,,,
3,3,,,0.550000011920929,0.550000011920929,0.5199999809265137
3,3,0.800000011920929,1.8536468744277954,,,
4,4,,,0.625,0.625,0.6000000238418579
4,4,0.925000011920929,1.6857973337173462,,,
5,5,,,0.637499988079071,0.637499988079071,0.6133333444595337
5,5,0.949999988079071,1.5463570356369019,,,
6,6,,,0.6499999761581421,0.6499999761581421,0.6266666650772095
6,6,0.981249988079071,1.4156553745269775,,,
7,7,,,0.6875,0.6875,0.6666666865348816
7,7,0.9937499761581421,1.293042778968811,,,
8,8,,,0.6875,0.6875,0.6666666865348816
8,8,1.0,1.1958249807357788,,,
9,9,,,0.699999988079071,0.699999988079071,0.6800000071525574
9,9,1.0,1.100186824798584,,,
10,10,,,0.699999988079071,0.699999988079071,0.6800000071525574
10,10,1.0,1.0061883926391602,,,
11,11,,,0.7250000238418579,0.7250000238418579,0.7066666483879089
11,11,1.0,0.9237664341926575,,,
12,12,,,0.737500011920929,0.737500011920929,0.7200000286102295
12,12,1.0,0.8796636462211609,,,
13,13,,,0.762499988079071,0.762499988079071,0.746666669845581
13,13,1.0,0.7899598479270935,,,
14,14,,,0.762499988079071,0.762499988079071,0.746666669845581
14,14,1.0,0.7374211549758911,,,
15,15,,,0.75,0.75,0.7333333492279053
15,15,1.0,0.6769829988479614,,,
16,16,,,0.75,0.75,0.7333333492279053
16,16,1.0,0.617739200592041,,,
17,17,,,0.75,0.75,0.7333333492279053
17,17,1.0,0.5772854685783386,,,
18,18,,,0.75,0.75,0.7333333492279053
18,18,1.0,0.5292406678199768,,,
19,19,,,0.75,0.75,0.7333333492279053
19,19,1.0,0.48078757524490356,,,
20,20,,,0.75,0.75,0.7333333492279053
20,20,1.0,0.43899327516555786,,,
21,21,,,0.75,0.75,0.7333333492279053
21,21,1.0,0.40214309096336365,,,
22,22,,,0.762499988079071,0.762499988079071,0.746666669845581
22,22,1.0,0.36995312571525574,,,
23,23,,,0.762499988079071,0.762499988079071,0.746666669845581
23,23,1.0,0.34298816323280334,,,
24,24,,,0.762499988079071,0.762499988079071,0.746666669845581
24,24,1.0,0.330899715423584,,,
25,25,,,0.762499988079071,0.762499988079071,0.746666669845581
25,25,1.0,0.2972957491874695,,,
26,26,,,0.762499988079071,0.762499988079071,0.746666669845581
26,26,1.0,0.2760891914367676,,,
27,27,,,0.762499988079071,0.762499988079071,0.746666669845581
27,27,1.0,0.2517690658569336,,,
28,28,,,0.762499988079071,0.762499988079071,0.746666669845581
28,28,1.0,0.23265691101551056,,,
29,29,,,0.762499988079071,0.762499988079071,0.746666669845581
29,29,1.0,0.2162710428237915,,,
30,30,,,0.762499988079071,0.762499988079071,0.746666669845581
30,30,1.0,0.2035609483718872,,,
31,31,,,0.7749999761581421,0.7749999761581421,0.7599999904632568
31,31,1.0,0.18658927083015442,,,
32,32,,,0.7875000238418579,0.7875000238418579,0.7733333110809326
32,32,1.0,0.17852815985679626,,,
33,33,,,0.8125,0.8125,0.800000011920929
33,33,1.0,0.1671448051929474,,,
34,34,,,0.8125,0.8125,0.800000011920929
34,34,1.0,0.15656384825706482,,,
35,35,,,0.8125,0.8125,0.800000011920929
35,35,1.0,0.1462262123823166,,,
36,36,,,0.8125,0.8125,0.800000011920929
36,36,1.0,0.13466060161590576,,,
