epoch,step,train_acc,train_loss,val_AA,val_OA,val_kappa,val_loss
52,52,0.987500011920929,0.4419252872467041,,,,
53,53,,,0.9034665822982788,0.8336058855056763,0.8098925352096558,0.8611122369766235
53,53,1.0,0.44721776247024536,,,,
54,54,,,0.9093271493911743,0.8437244296073914,0.8215332627296448,0.8386597037315369
54,54,1.0,0.4331783354282379,,,,
55,55,,,0.9160926938056946,0.8551716804504395,0.8347689509391785,0.8241932988166809
55,55,0.987500011920929,0.44734901189804077,,,,
56,56,,,0.919998049736023,0.8632461428642273,0.8440288305282593,0.8142086863517761
56,56,1.0,0.42159780859947205,,,,
57,57,,,0.9224756360054016,0.8682543039321899,0.8496885895729065,0.8057251572608948
57,57,1.0,0.4224686622619629,,,,
58,58,,,0.9244168996810913,0.8719337582588196,0.8538798689842224,0.8005632162094116
58,58,0.9937499761581421,0.4357638955116272,,,,
59,59,,,0.9250296354293823,0.8732624650001526,0.8553786277770996,0.7972558736801147
59,59,1.0,0.4081878662109375,,,,
60,60,,,0.9240779280662537,0.8720359802246094,0.8539519309997559,0.7984780073165894
60,60,0.9937499761581421,0.40301069617271423,,,,
61,61,,,0.9221364855766296,0.8687653541564941,0.8501072525978088,0.7988836765289307
61,61,0.987500011920929,0.4139159321784973,,,,
62,62,,,0.9207885265350342,0.8653925061225891,0.8461849689483643,0.8006815314292908
62,62,1.0,0.41664543747901917,,,,
63,63,,,0.9202827215194702,0.8640637993812561,0.8447123169898987,0.799430787563324
63,63,1.0,0.4010145664215088,,,,
64,64,,,0.9214802384376526,0.8659034967422485,0.84693843126297,0.7927855849266052
64,64,1.0,0.39428743720054626,,,,
65,65,,,0.9206453561782837,0.8653925061225891,0.8464555740356445,0.7864720821380615
65,65,1.0,0.39919301867485046,,,,
66,66,,,0.9208275079727173,0.8660057187080383,0.8472285270690918,0.7801997065544128
66,66,1.0,0.3904598355293274,,,,
67,67,,,0.9208582043647766,0.8658013343811035,0.8470386266708374,0.7752792835235596
67,67,1.0,0.3859412670135498,,,,
68,68,,,0.9208412170410156,0.8654946684837341,0.8467103242874146,0.7705261707305908
68,68,0.9937499761581421,0.37900829315185547,,,,
69,69,,,0.9211984872817993,0.8660057187080383,0.8472520709037781,0.7666188478469849
69,69,0.9937499761581421,0.39237815141677856,,,,
70,70,,,0.9200000762939453,0.8639615774154663,0.8447787761688232,0.7646337747573853
70,70,1.0,0.383261501789093,,,,
71,71,,,0.9189929962158203,0.8617129921913147,0.8421120047569275,0.7659763693809509
71,71,1.0,0.38787776231765747,,,,
72,72,,,0.9181610941886902,0.8601799011230469,0.840263307094574,0.7687334418296814
72,72,0.9937499761581421,0.39716625213623047,,,,
73,73,,,0.9170088171958923,0.8586467504501343,0.8384637236595154,0.7721622586250305
73,73,1.0,0.3772372603416443,,,,
74,74,,,0.9168562293052673,0.8587489724159241,0.8385484218597412,0.7733142971992493
74,74,1.0,0.3802425265312195,,,,
75,75,,,0.9182038307189941,0.8615086078643799,0.8417345285415649,0.7708988785743713
75,75,1.0,0.3796955347061157,,,,
76,76,,,0.9193208813667297,0.8652902841567993,0.846107006072998,0.7657551169395447
76,76,1.0,0.3757801651954651,,,,
77,77,,,0.9198190569877625,0.8680498600006104,0.8492846488952637,0.759297788143158
77,77,1.0,0.3752553164958954,,,,
78,78,,,0.9216925501823425,0.8712183237075806,0.8529671430587769,0.7559342384338379
78,78,1.0,0.3748675584793091,,,,
79,79,,,0.9226701855659485,0.8731602430343628,0.8551992774009705,0.7519586682319641
79,79,1.0,0.37683266401290894,,,,
