epoch,step,train_acc,train_loss,val_AA,val_OA,val_kappa
0,0,,,0.3125,0.3125,0.2666666805744171
0,0,0.05624999850988388,2.876722574234009,,,
1,1,,,0.5,0.5,0.46666666865348816
1,1,0.45625001192092896,2.2694194316864014,,,
2,2,,,0.5,0.5,0.46666666865348816
2,2,0.6875,1.9392507076263428,,,
3,3,,,0.550000011920929,0.550000011920929,0.5199999809265137
3,3,0.731249988079071,1.8244549036026,,,
4,4,,,0.550000011920929,0.550000011920929,0.5199999809265137
4,4,0.793749988079071,1.6702954769134521,,,
5,5,,,0.612500011920929,0.612500011920929,0.5866666436195374
5,5,0.8374999761581421,1.5291755199432373,,,
6,6,,,0.612500011920929,0.612500011920929,0.5866666436195374
6,6,0.862500011920929,1.5094447135925293,,,
7,7,,,0.637499988079071,0.637499988079071,0.6133333444595337
7,7,0.893750011920929,1.340570092201233,,,
8,8,,,0.675000011920929,0.675000011920929,0.653333306312561
8,8,0.918749988079071,1.2636823654174805,,,
9,9,,,0.7124999761581421,0.7124999761581421,0.6933333277702332
9,9,0.96875,1.2006654739379883,,,
10,10,,,0.737500011920929,0.737500011920929,0.7200000286102295
10,10,0.949999988079071,1.127771258354187,,,
11,11,,,0.737500011920929,0.737500011920929,0.7200000286102295
11,11,0.949999988079071,1.0638165473937988,,,
12,12,,,0.7749999761581421,0.7749999761581421,0.7599999904632568
12,12,0.9750000238418579,1.002372145652771,,,
13,13,,,0.762499988079071,0.762499988079071,0.746666669845581
13,13,1.0,0.9017950296401978,,,
14,14,,,0.7875000238418579,0.7875000238418579,0.7733333110809326
14,14,0.9937499761581421,0.8774612545967102,,,
15,15,,,0.7875000238418579,0.7875000238418579,0.7733333110809326
15,15,0.981249988079071,0.8650766611099243,,,
16,16,,,0.7875000238418579,0.7875000238418579,0.7733333110809326
16,16,0.96875,0.7993952631950378,,,
17,17,,,0.800000011920929,0.800000011920929,0.7866666913032532
17,17,0.987500011920929,0.7671555280685425,,,
18,18,,,0.800000011920929,0.800000011920929,0.7866666913032532
18,18,0.987500011920929,0.7555066347122192,,,
19,19,,,0.800000011920929,0.800000011920929,0.7866666913032532
19,19,0.9937499761581421,0.7121814489364624,,,
20,20,,,0.800000011920929,0.800000011920929,0.7866666913032532
20,20,0.987500011920929,0.74553382396698,,,
21,21,,,0.8125,0.8125,0.800000011920929
21,21,0.987500011920929,0.6927018165588379,,,
22,22,,,0.800000011920929,0.800000011920929,0.7866666913032532
22,22,0.9937499761581421,0.6816892623901367,,,
23,23,,,0.8125,0.8125,0.800000011920929
23,23,0.9937499761581421,0.6489530801773071,,,
24,24,,,0.8125,0.8125,0.800000011920929
24,24,0.987500011920929,0.6571250557899475,,,
25,25,,,0.8125,0.8125,0.800000011920929
25,25,1.0,0.634743332862854,,,
26,26,,,0.824999988079071,0.824999988079071,0.8133333325386047
26,26,1.0,0.6251993179321289,,,
27,27,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
27,27,1.0,0.617268443107605,,,
28,28,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
28,28,0.9937499761581421,0.6255925297737122,,,
29,29,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
29,29,1.0,0.6077100038528442,,,
30,30,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
30,30,1.0,0.6027437448501587,,,
31,31,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
31,31,1.0,0.6047719717025757,,,
32,32,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
32,32,1.0,0.6001479625701904,,,
33,33,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
33,33,1.0,0.6035183668136597,,,
34,34,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
34,34,1.0,0.6018087863922119,,,
35,35,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
35,35,1.0,0.6012182235717773,,,
36,36,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
36,36,1.0,0.5965014100074768,,,
37,37,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
37,37,1.0,0.5969126224517822,,,
38,38,,,0.824999988079071,0.824999988079071,0.8133333325386047
38,38,1.0,0.5967293977737427,,,
39,39,,,0.824999988079071,0.824999988079071,0.8133333325386047
39,39,1.0,0.5978443026542664,,,
40,40,,,0.824999988079071,0.824999988079071,0.8133333325386047
40,40,1.0,0.597284197807312,,,
41,41,,,0.824999988079071,0.824999988079071,0.8133333325386047
41,41,1.0,0.5921800136566162,,,
42,42,,,0.824999988079071,0.824999988079071,0.8133333325386047
42,42,1.0,0.5926967859268188,,,
43,43,,,0.824999988079071,0.824999988079071,0.8133333325386047
43,43,1.0,0.5913659930229187,,,
44,44,,,0.824999988079071,0.824999988079071,0.8133333325386047
44,44,1.0,0.5881515145301819,,,
45,45,,,0.824999988079071,0.824999988079071,0.8133333325386047
45,45,1.0,0.5911920070648193,,,
46,46,,,0.824999988079071,0.824999988079071,0.8133333325386047
46,46,1.0,0.5867526531219482,,,
47,47,,,0.824999988079071,0.824999988079071,0.8133333325386047
47,47,1.0,0.5929548740386963,,,
