epoch,step,train_acc,train_loss,val_AA,val_OA,val_kappa
0,0,,,0.42500001192092896,0.42500001192092896,0.3866666555404663
0,0,0.03125,2.825693130493164,,,
1,1,,,0.574999988079071,0.574999988079071,0.54666668176651
1,1,0.543749988079071,2.2107362747192383,,,
2,2,,,0.625,0.625,0.6000000238418579
2,2,0.8187500238418579,1.8171889781951904,,,
3,3,,,0.625,0.625,0.6000000238418579
3,3,0.893750011920929,1.5541954040527344,,,
4,4,,,0.6625000238418579,0.6625000238418579,0.6399999856948853
4,4,0.925000011920929,1.3591501712799072,,,
5,5,,,0.675000011920929,0.675000011920929,0.653333306312561
5,5,0.949999988079071,1.1928335428237915,,,
6,6,,,0.7124999761581421,0.7124999761581421,0.6933333277702332
6,6,0.9624999761581421,1.0501816272735596,,,
7,7,,,0.6875,0.6875,0.6666666865348816
7,7,0.987500011920929,0.9408608675003052,,,
8,8,,,0.6875,0.6875,0.6666666865348816
8,8,0.987500011920929,0.8132404088973999,,,
9,9,,,0.699999988079071,0.699999988079071,0.6800000071525574
9,9,0.987500011920929,0.7275161147117615,,,
10,10,,,0.7124999761581421,0.7124999761581421,0.6933333277702332
10,10,0.987500011920929,0.6488944292068481,,,
11,11,,,0.7124999761581421,0.7124999761581421,0.6933333277702332
11,11,0.987500011920929,0.5730006694793701,,,
12,12,,,0.762499988079071,0.762499988079071,0.746666669845581
12,12,0.9937499761581421,0.5022578239440918,,,
13,13,,,0.762499988079071,0.762499988079071,0.746666669845581
13,13,1.0,0.43571266531944275,,,
14,14,,,0.7875000238418579,0.7875000238418579,0.7733333110809326
14,14,1.0,0.3872353434562683,,,
15,15,,,0.7749999761581421,0.7749999761581421,0.7599999904632568
15,15,1.0,0.33374232053756714,,,
16,16,,,0.800000011920929,0.800000011920929,0.7866666913032532
16,16,1.0,0.2931657135486603,,,
17,17,,,0.800000011920929,0.800000011920929,0.7866666913032532
17,17,1.0,0.25200873613357544,,,
18,18,,,0.800000011920929,0.800000011920929,0.7866666913032532
18,18,1.0,0.21674160659313202,,,
19,19,,,0.7875000238418579,0.7875000238418579,0.7733333110809326
19,19,1.0,0.19213521480560303,,,
20,20,,,0.7875000238418579,0.7875000238418579,0.7733333110809326
20,20,1.0,0.1652100533246994,,,
21,21,,,0.800000011920929,0.800000011920929,0.7866666913032532
21,21,1.0,0.1456051766872406,,,
22,22,,,0.800000011920929,0.800000011920929,0.7866666913032532
22,22,1.0,0.1318017989397049,,,
23,23,,,0.8125,0.8125,0.800000011920929
23,23,1.0,0.11704155057668686,,,
24,24,,,0.8125,0.8125,0.800000011920929
24,24,1.0,0.10298825800418854,,,
25,25,,,0.8125,0.8125,0.800000011920929
25,25,1.0,0.09142346680164337,,,
26,26,,,0.8125,0.8125,0.800000011920929
26,26,1.0,0.08323799073696136,,,
27,27,,,0.8125,0.8125,0.800000011920929
27,27,1.0,0.07703286409378052,,,
28,28,,,0.824999988079071,0.824999988079071,0.8133333325386047
28,28,1.0,0.07310409098863602,,,
29,29,,,0.824999988079071,0.824999988079071,0.8133333325386047
29,29,1.0,0.06586211174726486,,,
30,30,,,0.824999988079071,0.824999988079071,0.8133333325386047
30,30,1.0,0.05918595939874649,,,
31,31,,,0.824999988079071,0.824999988079071,0.8133333325386047
31,31,1.0,0.0545041561126709,,,
32,32,,,0.824999988079071,0.824999988079071,0.8133333325386047
32,32,1.0,0.05147466063499451,,,
33,33,,,0.824999988079071,0.824999988079071,0.8133333325386047
33,33,1.0,0.04835297912359238,,,
34,34,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
34,34,1.0,0.04513236880302429,,,
35,35,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
35,35,1.0,0.04170024394989014,,,
36,36,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
36,36,1.0,0.04038681462407112,,,
37,37,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
37,37,1.0,0.04050065949559212,,,
38,38,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
38,38,1.0,0.03496353700757027,,,
39,39,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
39,39,1.0,0.036061882972717285,,,
40,40,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
40,40,1.0,0.03355308994650841,,,
41,41,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
41,41,1.0,0.031371019780635834,,,
42,42,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
42,42,1.0,0.030767520889639854,,,
43,43,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
43,43,1.0,0.03055027686059475,,,
44,44,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
44,44,1.0,0.02712039276957512,,,
45,45,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
45,45,1.0,0.027513880282640457,,,
46,46,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
46,46,1.0,0.02612772211432457,,,
47,47,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
47,47,1.0,0.02557697519659996,,,
48,48,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
48,48,1.0,0.025182511657476425,,,
49,49,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
49,49,1.0,0.02430139295756817,,,
50,50,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
50,50,1.0,0.024321606382727623,,,
51,51,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
51,51,1.0,0.023895563557744026,,,
52,52,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
52,52,1.0,0.022876974195241928,,,
53,53,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
53,53,1.0,0.022649183869361877,,,
54,54,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
54,54,1.0,0.021783743053674698,,,
