epoch,step,train_acc,train_loss,val_AA,val_OA,val_kappa
0,0,,,0.2750000059604645,0.2750000059604645,0.2266666740179062
0,0,0.0625,2.9219861030578613,,,
1,1,,,0.375,0.375,0.3333333432674408
1,1,0.4000000059604645,2.3571417331695557,,,
2,2,,,0.44999998807907104,0.44999998807907104,0.41333332657814026
2,2,0.637499988079071,1.9385426044464111,,,
3,3,,,0.5249999761581421,0.5249999761581421,0.4933333396911621
3,3,0.8125,1.697421669960022,,,
4,4,,,0.5874999761581421,0.5874999761581421,0.5600000023841858
4,4,0.856249988079071,1.5101038217544556,,,
5,5,,,0.675000011920929,0.675000011920929,0.653333306312561
5,5,0.925000011920929,1.340390682220459,,,
6,6,,,0.699999988079071,0.699999988079071,0.6800000071525574
6,6,0.9375,1.1798276901245117,,,
7,7,,,0.737500011920929,0.737500011920929,0.7200000286102295
7,7,0.96875,1.038271188735962,,,
8,8,,,0.762499988079071,0.762499988079071,0.746666669845581
8,8,0.96875,0.9505016207695007,,,
9,9,,,0.75,0.75,0.7333333492279053
9,9,0.981249988079071,0.827470600605011,,,
10,10,,,0.7749999761581421,0.7749999761581421,0.7599999904632568
10,10,0.987500011920929,0.7338573932647705,,,
11,11,,,0.800000011920929,0.800000011920929,0.7866666913032532
11,11,0.981249988079071,0.6511694192886353,,,
12,12,,,0.800000011920929,0.800000011920929,0.7866666913032532
12,12,0.987500011920929,0.5750570893287659,,,
13,13,,,0.824999988079071,0.824999988079071,0.8133333325386047
13,13,0.9937499761581421,0.503213107585907,,,
14,14,,,0.824999988079071,0.824999988079071,0.8133333325386047
14,14,0.9937499761581421,0.4388484060764313,,,
15,15,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
15,15,1.0,0.39182955026626587,,,
16,16,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
16,16,1.0,0.3392203450202942,,,
17,17,,,0.8374999761581421,0.8374999761581421,0.8266666531562805
17,17,1.0,0.3007432818412781,,,
18,18,,,0.824999988079071,0.824999988079071,0.8133333325386047
18,18,1.0,0.25562506914138794,,,
19,19,,,0.8125,0.8125,0.800000011920929
19,19,1.0,0.22801931202411652,,,
20,20,,,0.8125,0.8125,0.800000011920929
20,20,1.0,0.18847282230854034,,,
21,21,,,0.8125,0.8125,0.800000011920929
21,21,1.0,0.16472837328910828,,,
22,22,,,0.824999988079071,0.824999988079071,0.8133333325386047
22,22,1.0,0.14693652093410492,,,
23,23,,,0.824999988079071,0.824999988079071,0.8133333325386047
23,23,1.0,0.13330195844173431,,,
24,24,,,0.824999988079071,0.824999988079071,0.8133333325386047
24,24,1.0,0.11956191062927246,,,
25,25,,,0.824999988079071,0.824999988079071,0.8133333325386047
25,25,1.0,0.11022505909204483,,,
26,26,,,0.824999988079071,0.824999988079071,0.8133333325386047
26,26,1.0,0.09657366573810577,,,
27,27,,,0.824999988079071,0.824999988079071,0.8133333325386047
27,27,1.0,0.08924871683120728,,,
28,28,,,0.824999988079071,0.824999988079071,0.8133333325386047
28,28,1.0,0.07971358299255371,,,
29,29,,,0.824999988079071,0.824999988079071,0.8133333325386047
29,29,1.0,0.07327921688556671,,,
30,30,,,0.824999988079071,0.824999988079071,0.8133333325386047
30,30,1.0,0.06762899458408356,,,
31,31,,,0.824999988079071,0.824999988079071,0.8133333325386047
31,31,1.0,0.0632987767457962,,,
32,32,,,0.824999988079071,0.824999988079071,0.8133333325386047
32,32,1.0,0.05940530449151993,,,
33,33,,,0.824999988079071,0.824999988079071,0.8133333325386047
33,33,1.0,0.053215138614177704,,,
34,34,,,0.824999988079071,0.824999988079071,0.8133333325386047
34,34,1.0,0.05009669065475464,,,
35,35,,,0.824999988079071,0.824999988079071,0.8133333325386047
35,35,1.0,0.0468774288892746,,,
