epoch,step,train_acc,train_loss,val_AA,val_OA,val_kappa
0,0,,,0.26249998807907104,0.26249998807907104,0.2133333384990692
0,0,0.10000000149011612,2.9051005840301514,,,
1,1,,,0.4124999940395355,0.4124999940395355,0.3733333349227905
1,1,0.32500001788139343,2.4183239936828613,,,
2,2,,,0.4749999940395355,0.4749999940395355,0.4399999976158142
2,2,0.5250000357627869,2.0889689922332764,,,
3,3,,,0.550000011920929,0.550000011920929,0.5199999809265137
3,3,0.7125000357627869,1.8858764171600342,,,
4,4,,,0.625,0.625,0.6000000238418579
4,4,0.706250011920929,1.7812864780426025,,,
5,5,,,0.637499988079071,0.637499988079071,0.6133333444595337
5,5,0.8374999761581421,1.609827995300293,,,
6,6,,,0.637499988079071,0.637499988079071,0.6133333444595337
6,6,0.8187500238418579,1.5288574695587158,,,
7,7,,,0.637499988079071,0.637499988079071,0.6133333444595337
7,7,0.893750011920929,1.3882768154144287,,,
8,8,,,0.637499988079071,0.637499988079071,0.6133333444595337
8,8,0.8500000238418579,1.3182300329208374,,,
9,9,,,0.637499988079071,0.637499988079071,0.6133333444595337
9,9,0.9125000238418579,1.2060112953186035,,,
10,10,,,0.6625000238418579,0.6625000238418579,0.6399999856948853
10,10,0.9312499761581421,1.142343521118164,,,
11,11,,,0.675000011920929,0.675000011920929,0.653333306312561
11,11,0.9312499761581421,1.0498589277267456,,,
12,12,,,0.699999988079071,0.699999988079071,0.6800000071525574
12,12,0.9312499761581421,1.063568353652954,,,
13,13,,,0.7250000238418579,0.7250000238418579,0.7066666483879089
13,13,0.981249988079071,0.9878471493721008,,,
14,14,,,0.7250000238418579,0.7250000238418579,0.7066666483879089
14,14,0.9750000238418579,0.9773070216178894,,,
15,15,,,0.7749999761581421,0.7749999761581421,0.7599999904632568
15,15,0.987500011920929,0.9091849327087402,,,
16,16,,,0.7749999761581421,0.7749999761581421,0.7599999904632568
16,16,0.9750000238418579,0.8810747265815735,,,
17,17,,,0.7749999761581421,0.7749999761581421,0.7599999904632568
17,17,0.9937499761581421,0.8104233741760254,,,
18,18,,,0.7749999761581421,0.7749999761581421,0.7599999904632568
18,18,1.0,0.7391518354415894,,,
19,19,,,0.800000011920929,0.800000011920929,0.7866666913032532
19,19,1.0,0.751198410987854,,,
20,20,,,0.7749999761581421,0.7749999761581421,0.7599999904632568
20,20,0.9937499761581421,0.7358604669570923,,,
21,21,,,0.7875000238418579,0.7875000238418579,0.7733333110809326
21,21,1.0,0.6968909502029419,,,
22,22,,,0.7875000238418579,0.7875000238418579,0.7733333110809326
22,22,1.0,0.6836893558502197,,,
23,23,,,0.7875000238418579,0.7875000238418579,0.7733333110809326
23,23,1.0,0.6749001145362854,,,
24,24,,,0.800000011920929,0.800000011920929,0.7866666913032532
24,24,1.0,0.6512612104415894,,,
25,25,,,0.7875000238418579,0.7875000238418579,0.7733333110809326
25,25,0.9937499761581421,0.6396850943565369,,,
26,26,,,0.7875000238418579,0.7875000238418579,0.7733333110809326
26,26,0.9937499761581421,0.6600275635719299,,,
27,27,,,0.800000011920929,0.800000011920929,0.7866666913032532
27,27,1.0,0.6242538690567017,,,
28,28,,,0.800000011920929,0.800000011920929,0.7866666913032532
28,28,1.0,0.6364571452140808,,,
29,29,,,0.800000011920929,0.800000011920929,0.7866666913032532
29,29,1.0,0.6221369504928589,,,
30,30,,,0.7875000238418579,0.7875000238418579,0.7733333110809326
30,30,1.0,0.6206328272819519,,,
31,31,,,0.7749999761581421,0.7749999761581421,0.7599999904632568
31,31,1.0,0.6204413771629333,,,
32,32,,,0.7875000238418579,0.7875000238418579,0.7733333110809326
32,32,1.0,0.6141034364700317,,,
33,33,,,0.7875000238418579,0.7875000238418579,0.7733333110809326
33,33,1.0,0.6119368076324463,,,
34,34,,,0.7875000238418579,0.7875000238418579,0.7733333110809326
34,34,1.0,0.600584864616394,,,
35,35,,,0.7875000238418579,0.7875000238418579,0.7733333110809326
35,35,1.0,0.6098790168762207,,,
36,36,,,0.7875000238418579,0.7875000238418579,0.7733333110809326
36,36,1.0,0.6064980626106262,,,
37,37,,,0.7875000238418579,0.7875000238418579,0.7733333110809326
37,37,1.0,0.5946416258811951,,,
38,38,,,0.7875000238418579,0.7875000238418579,0.7733333110809326
38,38,1.0,0.5986464023590088,,,
39,39,,,0.7875000238418579,0.7875000238418579,0.7733333110809326
39,39,1.0,0.6013964414596558,,,
